,0
0,0.0
1,2948.952742376893
2,5896.431376939168
3,8842.436640516498
4,11786.969269628555
5,14730.030000446764
6,17671.619568754464
7,20611.738709957965
8,23550.388159084145
9,26487.56865076857
10,29423.28091926163
11,32357.525698478144
12,35290.30372202499
13,38221.61572309685
14,41151.462434520574
15,44079.844588757216
16,47006.76291790449
17,49932.21815369174
18,52856.21102748173
19,55778.74227027082
20,58699.812612696376
21,61619.422785023955
22,64537.57351715555
23,67454.26553863795
24,70369.49957871663
25,73283.27636621783
26,76195.59662958978
27,79106.46109691575
28,82015.87049591429
29,84923.82555393939
30,87830.32699798077
31,90735.37555466387
32,93638.97195025027
33,96541.11691063768
34,99441.81116136031
35,102341.05542758886
36,105238.85043413089
37,108135.19690543089
38,111030.09556557052
39,113923.54713826883
40,116815.55234688232
41,119706.11191440534
42,122595.22656347003
43,125482.89701634672
44,128369.12399494398
45,131253.9082208089
46,134137.25041512726
47,137019.15129872362
48,139899.61159206164
49,142778.63201524428
50,145656.21328801377
51,148532.35612975206
52,151407.06125948092
53,154280.32939586206
54,157152.1612571974
55,160022.55756142925
56,162891.5190261404
57,165759.0463685544
58,168625.1403055359
59,171489.80155359043
60,174353.03082886498
61,177214.82884714802
62,180075.19632386972
63,182934.1339741021
64,185791.64251256
65,188647.7226537214
66,191502.37511168502
67,194355.60060011141
68,197207.39983230465
69,200057.7735212125
70,202906.72237942676
71,205754.24711918342
72,208600.34845236267
73,211445.0270904894
74,214288.28374473326
75,217130.11912590874
76,219970.53394447558
77,222809.52891053888
78,225647.10473384924
79,228483.26212380308
80,231318.00178944273
81,234151.3244394567
82,236983.23078217986
83,239813.72152559366
84,242642.79737732626
85,245470.45904465282
86,248296.7072344956
87,251121.54265342432
88,253944.96600765616
89,256766.9780030561
90,259587.57934513714
91,262406.77073906036
92,265224.55288963515
93,268040.9265013196
94,270855.8922782205
95,273669.4509240936
96,276481.6031423438
97,279292.3496360253
98,282101.691107842
99,284909.6282601475
100,287716.1617949453
101,290521.2924138892
102,293325.02081828314
103,296127.3477090819
104,298928.2737868907
105,301727.79975196614
106,304525.92630413536
107,307322.6541427144
108,310117.98396687076
109,312911.9164754362
110,315704.452366893
111,318495.5923393748
112,321285.3370906663
113,324073.6873182034
114,326860.64371907356
115,329646.20699001616
116,332430.37782742234
117,335213.1569273353
118,337994.5449854506
119,340774.54269711603
120,343553.15075733233
121,346330.36986075283
122,349106.20070168393
123,351880.64397408516
124,354653.7003715695
125,357425.3705874033
126,360195.65531450685
127,362964.5552454542
128,365732.0710724735
129,368498.2034874472
130,371262.95318191225
131,374026.3208470601
132,376788.3071737372
133,379548.9128524448
134,382308.1385733395
135,385065.9850262332
136,387822.4529005933
137,390577.54288554296
138,393331.25566986133
139,396083.59194198356
140,398834.5523900011
141,401584.1377016618
142,404332.34856437024
143,407079.18566518783
144,409824.64969083294
145,412568.7413276811
146,415311.4612617653
147,418052.8101787692
148,420792.78876394284
149,423531.39770225075
150,426268.6376783448
151,429004.5093765346
152,431739.01348078775
153,434472.15067472996
154,437203.9216416453
155,439934.32706447644
156,442663.3676258245
157,445391.0440079497
158,448117.35689277115
159,450842.3069618672
160,453565.8948964756
161,456288.1213774936
162,459008.98708547826
163,461728.4927006465
164,464446.6389028753
165,467163.426371702
166,469878.8557863241
167,472592.9278256
168,475305.6431680489
169,478017.0024918506
170,480727.0064748464
171,483435.6557945387
172,486142.95112809143
173,488848.89315233025
174,491553.4825437425
175,494256.7199784777
176,496958.60613234737
177,499659.14168082556
178,502358.3272990487
179,505056.163661816
180,507752.6514435895
181,510447.7913184943
182,513141.5839603189
183,515834.0300425149
184,518525.13023819774
185,521214.8852201465
186,523903.29566080414
187,526590.3622322778
188,529276.0856063389
189,531960.4664543946
190,534643.5054475052
191,537325.2032564296
192,540005.5605515921
193,542684.5780030817
194,545362.2562806524
195,548038.5960537235
196,550713.5979913798
197,553387.2627623717
198,556059.5910351154
199,558730.5834776929
200,561400.2407578526
201,564068.5635430086
202,566735.5525002424
203,569401.2082963012
204,572065.5315975995
205,574728.5230702187
206,577390.1833799075
207,580050.5131920815
208,582709.5131718242
209,585367.1839838864
210,588023.526292687
211,590678.540762313
212,593332.2280565193
213,595984.5888387291
214,598635.6237720345
215,601285.3335191959
216,603933.7187426428
217,606580.7801044736
218,609226.518266456
219,611870.933890027
220,614514.0276362931
221,617155.8001660306
222,619796.2521396859
223,622435.384217375
224,625073.1970588844
225,627709.691323671
226,630344.8676708622
227,632978.7267592562
228,635611.2692473222
229,638242.4957932002
230,640872.4070541449
231,643501.0036887596
232,646128.2863535552
233,648754.2557053525
234,651378.9124006446
235,654002.2570955959
236,656624.2904460432
237,659245.0131074951
238,661864.4257351329
239,664482.52898381
240,667099.3235080527
241,669714.8099620603
242,672328.9889997048
243,674941.8612745317
244,677553.4274397596
245,680163.6881482807
246,682772.644052661
247,685380.2958051404
248,687986.6440576325
249,690591.6894617256
250,693195.432668682
251,695797.8743294388
252,698399.0150946075
253,700998.8556144749
254,703597.3965390024
255,706194.6385178271
256,708790.5822002613
257,711385.2282352927
258,713978.5772715849
259,716570.6299574774
260,719161.3869409858
261,721750.8488698018
262,724339.0163912937
263,726925.8901525062
264,729511.4708001608
265,732095.758980656
266,734678.7553400673
267,737260.4605241476
268,739840.8751783271
269,742419.9999477133
270,744997.8354770922
271,747574.3824109208
272,750149.6413930628
273,752723.6130671783
274,755296.298076753
275,757867.6970649511
276,760437.8106746152
277,763006.639548267
278,765574.1843281067
279,768140.4456560141
280,770705.4241735477
281,773269.1205219455
282,775831.5353421257
283,778392.6692746854
284,780952.522959902
285,783511.0970377332
286,786068.3921478165
287,788624.4089294702
288,791179.1480216928
289,793732.6100631638
290,796284.7956922434
291,798835.7055469733
292,801385.3402650759
293,803933.7004839552
294,806480.786840697
295,809026.5999720683
296,811571.1405145186
297,814114.4091041789
298,816656.4063768629
299,819197.1329680661
300,821736.5895129673
301,824274.7766464275
302,826811.6950029905
303,829347.3452168835
304,831881.7279220166
305,834414.8437519835
306,836946.6933400612
307,839477.2773192108
308,842006.5963220767
309,844534.6509809876
310,847061.4419279564
311,849586.9697946804
312,852111.2352125412
313,854634.2388126053
314,857155.9812256239
315,859676.4630820331
316,862195.6850119545
317,864713.6476451945
318,867230.3516112457
319,869745.7975392856
320,872259.9860581781
321,874772.9177964726
322,877284.5933824049
323,879795.0134438972
324,882304.1786085577
325,884812.0895036819
326,887318.7467562514
327,889824.150992935
328,892328.3028400891
329,894831.2029237566
330,897332.8518696679
331,899833.2503032415
332,902332.3988495836
333,904830.2981334876
334,907326.9487794358
335,909822.3514115983
336,912316.5066538336
337,914809.4151296889
338,917301.0774624001
339,919791.4942748919
340,922280.6661897779
341,924768.5938293613
342,927255.2778156343
343,929740.7187702786
344,932224.9173146661
345,934707.8740698576
346,937189.5896566049
347,939670.0646953492
348,942149.2998062223
349,944627.2956090468
350,947104.0527233353
351,949579.5717682916
352,952053.8533628104
353,954526.8981254776
354,956998.70667457
355,959469.2796280561
356,961938.6176035962
357,964406.721218542
358,966873.5910899371
359,969339.2278345175
360,971803.6320687112
361,974266.8044086385
362,976728.7454701123
363,979189.4558686386
364,981648.9362194154
365,984107.1871373346
366,986564.2092369808
367,989020.003132632
368,991474.5694382598
369,993927.9087675294
370,996380.0217337997
371,998830.9089501236
372,1001280.5710292483
373,1003729.0085836152
374,1006176.2222253599
375,1008622.2125663129
376,1011066.9802179993
377,1013510.5257916393
378,1015952.8498981479
379,1018393.9531481353
380,1020833.8361519075
381,1023272.4995194655
382,1025709.9438605064
